image_id,bbox
K23_9.jpg,"[10, 0.6533203125, 0.568359375, 0.248046875, 0.369140625]"
K23_10.jpg,"[10, 0.4951171875, 0.53369140625, 0.34765625, 0.4482421875]"
K23_11.jpg,"[10, 0.41259765625, 0.31103515625, 0.5869140625, 0.6220703125]"
K23_12.jpg,"[10, 0.494140625, 0.533203125, 0.2421875, 0.39453125]"
K23_13.jpg,"[10, 0.646484375, 0.60791015625, 0.689453125, 0.7080078125]"
K23_14.jpg,"[10, 0.4814453125, 0.5283203125, 0.373046875, 0.45703125]"
K23_15.jpg,"[10, 0.50439453125, 0.52880859375, 0.3662109375, 0.4677734375]"
K23_16.jpg,"[10, 0.5048828125, 0.533203125, 0.2421875, 0.39453125]"
K23_17.jpg,"[10, 0.46728515625, 0.4755859375, 0.3759765625, 0.392578125]"
K23_18.jpg,"[10, 0.4990234375, 0.537109375, 0.306640625, 0.451171875]"
K23_19.jpg,"[10, 0.73046875, 0.31005859375, 0.30859375, 0.3857421875]"
K23_20.jpg,"[10, 0.5361328125, 0.57568359375, 0.328125, 0.4677734375]"
K23_21.jpg,"[10, 0.48779296875, 0.53125, 0.3115234375, 0.431640625]"
K23_22.jpg,"[10, 0.5048828125, 0.533203125, 0.35546875, 0.451171875]"
K23_23.jpg,"[10, 0.509765625, 0.53173828125, 0.396484375, 0.4619140625]"
K23_24.jpg,"[10, 0.48486328125, 0.5302734375, 0.3447265625, 0.447265625]"
K16_0.jpg,"[10, 0.5712890625, 0.64697265625, 0.654296875, 0.6689453125]"
K16_1.jpg,"[10, 0.7216796875, 0.7509765625, 0.478515625, 0.498046875]"
K16_2.jpg,"[10, 0.560546875, 0.58544921875, 0.439453125, 0.6240234375]"
K16_3.jpg,"[10, 0.40283203125, 0.5361328125, 0.4814453125, 0.62109375]"
K16_4.jpg,"[10, 0.41845703125, 0.56396484375, 0.3310546875, 0.5458984375]"
K16_5.jpg,"[10, 0.58056640625, 0.56396484375, 0.3310546875, 0.5458984375]"
K16_6.jpg,"[10, 0.451171875, 0.5908203125, 0.521484375, 0.6328125]"
K16_7.jpg,"[10, 0.41650390625, 0.61279296875, 0.6396484375, 0.7509765625]"
K16_8.jpg,"[10, 0.58740234375, 0.55419921875, 0.3896484375, 0.5791015625]"
K16_9.jpg,"[10, 0.5673828125, 0.5771484375, 0.421875, 0.595703125]"
K16_10.jpg,"[10, 0.41162109375, 0.5537109375, 0.3916015625, 0.580078125]"
K16_11.jpg,"[10, 0.56787109375, 0.595703125, 0.5478515625, 0.662109375]"
K16_12.jpg,"[10, 0.5986328125, 0.52880859375, 0.51171875, 0.6298828125]"
K16_13.jpg,"[10, 0.62451171875, 0.66455078125, 0.7509765625, 0.6708984375]"
K16_14.jpg,"[10, 0.6328125, 0.58154296875, 0.375, 0.6064453125]"
K16_15.jpg,"[10, 0.39697265625, 0.61865234375, 0.7939453125, 0.7626953125]"
K16_16.jpg,"[10, 0.67333984375, 0.34912109375, 0.6533203125, 0.6982421875]"
K16_17.jpg,"[10, 0.416015625, 0.560546875, 0.3515625, 0.55859375]"
K16_18.jpg,"[10, 0.6103515625, 0.53271484375, 0.576171875, 0.7021484375]"
K16_19.jpg,"[10, 0.43310546875, 0.57861328125, 0.4326171875, 0.6005859375]"
K16_20.jpg,"[10, 0.560546875, 0.58349609375, 0.46484375, 0.6142578125]"
K16_21.jpg,"[10, 0.55224609375, 0.58837890625, 0.5048828125, 0.6279296875]"
K16_22.jpg,"[10, 0.41845703125, 0.56396484375, 0.3310546875, 0.5458984375]"
K16_23.jpg,"[10, 0.5771484375, 0.5673828125, 0.35546875, 0.560546875]"
K16_24.jpg,"[10, 0.59814453125, 0.5126953125, 0.5244140625, 0.66796875]"
K13_0.jpg,"[10, 0.44873046875, 0.5029296875, 0.5673828125, 0.787109375]"
K13_1.jpg,"[10, 0.55078125, 0.49658203125, 0.6328125, 0.8017578125]"
K13_2.jpg,"[10, 0.27490234375, 0.509765625, 0.5498046875, 0.935546875]"
K13_3.jpg,"[10, 0.44921875, 0.505859375, 0.53125, 0.775390625]"
K13_4.jpg,"[10, 0.4619140625, 0.53173828125, 0.923828125, 0.9365234375]"
K13_5.jpg,"[10, 0.45458984375, 0.52294921875, 0.4697265625, 0.7509765625]"
K13_6.jpg,"[10, 0.44970703125, 0.5107421875, 0.4697265625, 0.75]"
K13_7.jpg,"[10, 0.4521484375, 0.51806640625, 0.400390625, 0.7158203125]"
K13_8.jpg,"[10, 0.44873046875, 0.505859375, 0.5341796875, 0.775390625]"
K13_9.jpg,"[10, 0.4501953125, 0.5126953125, 0.44921875, 0.740234375]"
K13_10.jpg,"[10, 0.43701171875, 0.46875, 0.5537109375, 0.830078125]"
K13_11.jpg,"[10, 0.44921875, 0.49169921875, 0.677734375, 0.8056640625]"
K13_12.jpg,"[10, 0.55029296875, 0.5634765625, 0.6962890625, 0.849609375]"
K13_13.jpg,"[10, 0.43701171875, 0.5283203125, 0.4052734375, 0.74609375]"
K13_14.jpg,"[10, 0.453125, 0.5205078125, 0.431640625, 0.732421875]"
K13_15.jpg,"[10, 0.54638671875, 0.52001953125, 0.4248046875, 0.7294921875]"
K13_16.jpg,"[10, 0.537109375, 0.5341796875, 0.625, 0.80078125]"
K13_17.jpg,"[10, 0.4462890625, 0.5166015625, 0.603515625, 0.84375]"
K13_18.jpg,"[10, 0.63134765625, 0.43896484375, 0.7373046875, 0.8779296875]"
K13_19.jpg,"[10, 0.5478515625, 0.51708984375, 0.384765625, 0.7080078125]"
K13_20.jpg,"[10, 0.5419921875, 0.55029296875, 0.421875, 0.7763671875]"
K13_21.jpg,"[10, 0.5498046875, 0.50732421875, 0.513671875, 0.7685546875]"
K13_22.jpg,"[10, 0.46337890625, 0.5361328125, 0.6513671875, 0.8046875]"
K13_23.jpg,"[10, 0.8134765625, 0.71484375, 0.36328125, 0.5703125]"
K13_24.jpg,"[10, 0.5478515625, 0.515625, 0.408203125, 0.720703125]"
K8_0.jpg,"[10, 0.23828125, 0.658203125, 0.34375, 0.541015625]"
K8_1.jpg,"[10, 0.35400390625, 0.7138671875, 0.4169921875, 0.572265625]"
K8_2.jpg,"[10, 0.75, 0.5615234375, 0.5, 0.59765625]"
K8_3.jpg,"[10, 0.263671875, 0.60986328125, 0.43359375, 0.5810546875]"
K8_4.jpg,"[10, 0.609375, 0.71923828125, 0.478515625, 0.5615234375]"
K8_5.jpg,"[10, 0.60986328125, 0.48193359375, 0.6865234375, 0.6884765625]"
K8_6.jpg,"[10, 0.73486328125, 0.6796875, 0.3740234375, 0.583984375]"
K8_7.jpg,"[10, 0.75048828125, 0.56494140625, 0.4990234375, 0.5966796875]"
K8_8.jpg,"[10, 0.69384765625, 0.6728515625, 0.2978515625, 0.517578125]"
K8_9.jpg,"[10, 0.1884765625, 0.4140625, 0.376953125, 0.55859375]"
K8_10.jpg,"[10, 0.58251953125, 0.69580078125, 0.4365234375, 0.6083984375]"
K8_11.jpg,"[10, 0.744140625, 0.58837890625, 0.46875, 0.5908203125]"
K8_12.jpg,"[10, 0.748046875, 0.57275390625, 0.50390625, 0.5908203125]"
K8_13.jpg,"[10, 0.33154296875, 0.69873046875, 0.3681640625, 0.5556640625]"
K8_14.jpg,"[10, 0.7587890625, 0.60546875, 0.482421875, 0.640625]"
K8_15.jpg,"[10, 0.2705078125, 0.2978515625, 0.541015625, 0.595703125]"
K8_16.jpg,"[10, 0.30517578125, 0.6728515625, 0.2978515625, 0.517578125]"
K8_17.jpg,"[10, 0.73193359375, 0.61669921875, 0.4208984375, 0.5771484375]"
K8_19.jpg,"[10, 0.61279296875, 0.7236328125, 0.4951171875, 0.552734375]"
K8_20.jpg,"[10, 0.32568359375, 0.693359375, 0.3544921875, 0.548828125]"
K8_21.jpg,"[10, 0.7265625, 0.62744140625, 0.400390625, 0.5693359375]"
K8_22.jpg,"[10, 0.63037109375, 0.71630859375, 0.4443359375, 0.5673828125]"
K8_23.jpg,"[10, 0.56787109375, 0.6611328125, 0.5205078125, 0.53515625]"
K8_24.jpg,"[10, 0.43408203125, 0.4755859375, 0.7392578125, 0.755859375]"
K7_0.jpg,"[10, 0.36767578125, 0.5625, 0.3564453125, 0.443359375]"
K7_1.jpg,"[10, 0.40283203125, 0.58984375, 0.2861328125, 0.4375]"
K7_2.jpg,"[10, 0.40380859375, 0.60986328125, 0.2216796875, 0.3955078125]"
K7_3.jpg,"[10, 0.55224609375, 0.6357421875, 0.3251953125, 0.4375]"
K7_4.jpg,"[10, 0.38916015625, 0.59521484375, 0.2724609375, 0.4189453125]"
K7_5.jpg,"[10, 0.40673828125, 0.61181640625, 0.2119140625, 0.3896484375]"
K7_6.jpg,"[10, 0.3125, 0.4697265625, 0.380859375, 0.396484375]"
K7_7.jpg,"[10, 0.38134765625, 0.58544921875, 0.3017578125, 0.4306640625]"
K7_8.jpg,"[10, 0.59228515625, 0.61279296875, 0.2138671875, 0.3916015625]"
K7_9.jpg,"[10, 0.36279296875, 0.55078125, 0.3779296875, 0.443359375]"
K7_10.jpg,"[10, 0.40673828125, 0.61181640625, 0.2119140625, 0.3896484375]"
K7_11.jpg,"[10, 0.38134765625, 0.744140625, 0.4169921875, 0.51171875]"
K7_12.jpg,"[10, 0.568359375, 0.83349609375, 0.404296875, 0.3330078125]"
K7_13.jpg,"[10, 0.59228515625, 0.61181640625, 0.2119140625, 0.3896484375]"
K7_14.jpg,"[10, 0.22705078125, 0.37646484375, 0.2685546875, 0.3740234375]"
K7_15.jpg,"[10, 0.59228515625, 0.61181640625, 0.2119140625, 0.3896484375]"
K7_16.jpg,"[10, 0.6279296875, 0.568359375, 0.34375, 0.44140625]"
K7_17.jpg,"[10, 0.20068359375, 0.5966796875, 0.4013671875, 0.46484375]"
K7_18.jpg,"[10, 0.6201171875, 0.58203125, 0.310546875, 0.43359375]"
K7_19.jpg,"[10, 0.5087890625, 0.298828125, 0.564453125, 0.568359375]"
K7_20.jpg,"[10, 0.591796875, 0.61279296875, 0.21484375, 0.3916015625]"
K7_21.jpg,"[10, 0.6240234375, 0.5751953125, 0.328125, 0.4375]"
K7_22.jpg,"[10, 0.5654296875, 0.7890625, 0.34375, 0.421875]"
K7_23.jpg,"[10, 0.62939453125, 0.56591796875, 0.3486328125, 0.4423828125]"
K7_24.jpg,"[10, 0.43896484375, 0.63232421875, 0.3056640625, 0.4326171875]"
K21_0.jpg,"[10, 0.39111328125, 0.52734375, 0.7822265625, 0.9453125]"
K21_1.jpg,"[10, 0.38916015625, 0.5859375, 0.5009765625, 0.759765625]"
K21_2.jpg,"[10, 0.3974609375, 0.59619140625, 0.443359375, 0.7392578125]"
K21_3.jpg,"[10, 0.61474609375, 0.56884765625, 0.6337890625, 0.8095703125]"
K21_4.jpg,"[10, 0.40087890625, 0.599609375, 0.4189453125, 0.728515625]"
K21_5.jpg,"[10, 0.31396484375, 0.4755859375, 0.5029296875, 0.65625]"
K21_6.jpg,"[10, 0.412109375, 0.703125, 0.82421875, 0.59375]"
K21_7.jpg,"[10, 0.55224609375, 0.62255859375, 0.5400390625, 0.7548828125]"
K21_8.jpg,"[10, 0.38720703125, 0.58349609375, 0.5126953125, 0.7626953125]"
K21_9.jpg,"[10, 0.62353515625, 0.56494140625, 0.6005859375, 0.7802734375]"
K21_10.jpg,"[10, 0.4111328125, 0.60888671875, 0.3515625, 0.6982421875]"
K21_11.jpg,"[10, 0.39453125, 0.5927734375, 0.4609375, 0.74609375]"
K21_12.jpg,"[10, 0.60205078125, 0.59521484375, 0.4462890625, 0.7412109375]"
K21_13.jpg,"[10, 0.447265625, 0.62255859375, 0.541015625, 0.7548828125]"
K21_14.jpg,"[10, 0.39306640625, 0.61328125, 0.7861328125, 0.7734375]"
K21_15.jpg,"[10, 0.37060546875, 0.5556640625, 0.6357421875, 0.78125]"
K21_16.jpg,"[10, 0.6181640625, 0.57470703125, 0.556640625, 0.7744140625]"
K21_17.jpg,"[10, 0.58544921875, 0.626953125, 0.4873046875, 0.74609375]"
K21_18.jpg,"[10, 0.5400390625, 0.6220703125, 0.587890625, 0.755859375]"
K21_19.jpg,"[10, 0.68115234375, 0.5556640625, 0.6376953125, 0.888671875]"
K21_20.jpg,"[10, 0.58984375, 0.607421875, 0.36328125, 0.703125]"
K21_21.jpg,"[10, 0.5400390625, 0.5, 0.919921875, 1.0]"
K21_22.jpg,"[10, 0.4111328125, 0.60888671875, 0.3515625, 0.6982421875]"
K21_23.jpg,"[10, 0.54541015625, 0.6181640625, 0.5615234375, 0.763671875]"
K21_24.jpg,"[10, 0.45849609375, 0.6220703125, 0.5869140625, 0.755859375]"
K11_0.jpg,"[10, 0.533203125, 0.72216796875, 0.478515625, 0.5556640625]"
K11_1.jpg,"[10, 0.30859375, 0.62255859375, 0.443359375, 0.5517578125]"
K11_2.jpg,"[10, 0.3359375, 0.4814453125, 0.421875, 0.541015625]"
K11_3.jpg,"[10, 0.3662109375, 0.68310546875, 0.2890625, 0.4794921875]"
K11_4.jpg,"[10, 0.37841796875, 0.681640625, 0.3017578125, 0.498046875]"
K11_5.jpg,"[10, 0.45361328125, 0.67626953125, 0.4990234375, 0.6201171875]"
K11_6.jpg,"[10, 0.58544921875, 0.7099609375, 0.3955078125, 0.53515625]"
K11_7.jpg,"[10, 0.33935546875, 0.77490234375, 0.3720703125, 0.4501953125]"
K11_8.jpg,"[10, 0.66796875, 0.83251953125, 0.34765625, 0.3349609375]"
K11_9.jpg,"[10, 0.6328125, 0.68310546875, 0.2890625, 0.4794921875]"
K11_10.jpg,"[10, 0.52001953125, 0.70703125, 0.6865234375, 0.5859375]"
K11_11.jpg,"[10, 0.38623046875, 0.6962890625, 0.3388671875, 0.5078125]"
K11_12.jpg,"[10, 0.3154296875, 0.63232421875, 0.42578125, 0.5458984375]"
K11_13.jpg,"[10, 0.30810546875, 0.6220703125, 0.4462890625, 0.552734375]"
K11_14.jpg,"[10, 0.70263671875, 0.6015625, 0.4775390625, 0.55859375]"
K11_15.jpg,"[10, 0.55126953125, 0.720703125, 0.4521484375, 0.5546875]"
K11_16.jpg,"[10, 0.54345703125, 0.72216796875, 0.4638671875, 0.5556640625]"
K11_17.jpg,"[10, 0.69677734375, 0.6123046875, 0.4619140625, 0.556640625]"
K11_18.jpg,"[10, 0.29638671875, 0.60107421875, 0.4775390625, 0.5595703125]"
K11_19.jpg,"[10, 0.3232421875, 0.64306640625, 0.404296875, 0.5380859375]"
K11_20.jpg,"[10, 0.63037109375, 0.68505859375, 0.2958984375, 0.4833984375]"
K11_21.jpg,"[10, 0.66162109375, 0.46435546875, 0.6767578125, 0.7451171875]"
K11_22.jpg,"[10, 0.3662109375, 0.68310546875, 0.2890625, 0.4794921875]"
K11_23.jpg,"[10, 0.265625, 0.67236328125, 0.443359375, 0.5888671875]"
K11_24.jpg,"[10, 0.58251953125, 0.7109375, 0.4013671875, 0.537109375]"
K12_0.jpg,"[10, 0.49951171875, 0.517578125, 0.7978515625, 0.96484375]"
K12_1.jpg,"[10, 0.48046875, 0.51708984375, 0.77734375, 0.9658203125]"
K12_2.jpg,"[10, 0.38330078125, 0.60302734375, 0.7666015625, 0.7939453125]"
K12_3.jpg,"[10, 0.509765625, 0.53369140625, 0.5703125, 0.8720703125]"
K12_4.jpg,"[10, 0.29296875, 0.65283203125, 0.5859375, 0.6943359375]"
K12_5.jpg,"[10, 0.52490234375, 0.50244140625, 0.9169921875, 0.9951171875]"
K12_6.jpg,"[10, 0.40087890625, 0.6806640625, 0.5869140625, 0.638671875]"
K12_7.jpg,"[10, 0.5185546875, 0.51708984375, 0.779296875, 0.9658203125]"
K12_8.jpg,"[10, 0.49462890625, 0.5302734375, 0.6943359375, 0.939453125]"
K12_9.jpg,"[10, 0.498046875, 0.51416015625, 0.83203125, 0.9716796875]"
K12_10.jpg,"[10, 0.50048828125, 0.51953125, 0.7802734375, 0.9609375]"
K12_11.jpg,"[10, 0.5068359375, 0.54736328125, 0.58984375, 0.9013671875]"
K12_12.jpg,"[10, 0.49658203125, 0.51171875, 0.8564453125, 0.9765625]"
K12_13.jpg,"[10, 0.4892578125, 0.53369140625, 0.5703125, 0.8720703125]"
K12_14.jpg,"[10, 0.5234375, 0.50537109375, 0.884765625, 0.9892578125]"
K12_15.jpg,"[10, 0.53125, 0.51904296875, 0.71484375, 0.9619140625]"
K12_16.jpg,"[10, 0.5224609375, 0.50634765625, 0.875, 0.9873046875]"
K12_17.jpg,"[10, 0.525390625, 0.501953125, 0.92578125, 0.99609375]"
K12_18.jpg,"[10, 0.49951171875, 0.5166015625, 0.8095703125, 0.966796875]"
K12_19.jpg,"[10, 0.505859375, 0.5078125, 0.91015625, 0.984375]"
K12_20.jpg,"[10, 0.5009765625, 0.52099609375, 0.76953125, 0.9580078125]"
K12_21.jpg,"[10, 0.515625, 0.52685546875, 0.708984375, 0.9462890625]"
K12_22.jpg,"[10, 0.50634765625, 0.5087890625, 0.9873046875, 0.982421875]"
K12_23.jpg,"[10, 0.4892578125, 0.53369140625, 0.5703125, 0.8720703125]"
K12_24.jpg,"[10, 0.51220703125, 0.533203125, 0.6240234375, 0.90625]"
K3_0.jpg,"[10, 0.46044921875, 0.48876953125, 0.6064453125, 0.6455078125]"
K3_1.jpg,"[10, 0.4716796875, 0.5283203125, 0.462890625, 0.619140625]"
K3_2.jpg,"[10, 0.47900390625, 0.58251953125, 0.5068359375, 0.6865234375]"
K3_3.jpg,"[10, 0.51904296875, 0.5341796875, 0.3369140625, 0.552734375]"
K3_4.jpg,"[10, 0.6611328125, 0.4013671875, 0.529296875, 0.62890625]"
K3_5.jpg,"[10, 0.48193359375, 0.53515625, 0.3701171875, 0.572265625]"
K3_6.jpg,"[10, 0.51318359375, 0.537109375, 0.4287109375, 0.603515625]"
K3_7.jpg,"[10, 0.51904296875, 0.5341796875, 0.3369140625, 0.552734375]"
K3_8.jpg,"[10, 0.53125, 0.5244140625, 0.51953125, 0.638671875]"
K3_9.jpg,"[10, 0.46923828125, 0.34716796875, 0.5537109375, 0.6552734375]"
K3_10.jpg,"[10, 0.6845703125, 0.51953125, 0.43359375, 0.583984375]"
K3_11.jpg,"[10, 0.466796875, 0.5224609375, 0.53515625, 0.642578125]"
K3_12.jpg,"[10, 0.47998046875, 0.5341796875, 0.3369140625, 0.552734375]"
K3_13.jpg,"[10, 0.51904296875, 0.5341796875, 0.3369140625, 0.552734375]"
K3_14.jpg,"[10, 0.48681640625, 0.53857421875, 0.5888671875, 0.6826171875]"
K3_15.jpg,"[10, 0.48388671875, 0.5361328125, 0.3974609375, 0.587890625]"
K3_16.jpg,"[10, 0.51904296875, 0.5341796875, 0.3369140625, 0.552734375]"
K3_17.jpg,"[10, 0.505859375, 0.54248046875, 0.4921875, 0.6435546875]"
K3_18.jpg,"[10, 0.484375, 0.5361328125, 0.40234375, 0.58984375]"
K3_19.jpg,"[10, 0.69677734375, 0.32861328125, 0.6064453125, 0.6572265625]"
K3_20.jpg,"[10, 0.47998046875, 0.5341796875, 0.3369140625, 0.552734375]"
K3_21.jpg,"[10, 0.4658203125, 0.5205078125, 0.55859375, 0.646484375]"
K3_22.jpg,"[10, 0.4619140625, 0.73095703125, 0.390625, 0.5380859375]"
K3_23.jpg,"[10, 0.47412109375, 0.5302734375, 0.4287109375, 0.603515625]"
K3_24.jpg,"[10, 0.46728515625, 0.52294921875, 0.5341796875, 0.6416015625]"
A12_0.jpg,"[0, 0.59033203125, 0.55126953125, 0.7568359375, 0.7314453125]"
A12_1.jpg,"[0, 0.5615234375, 0.5791015625, 0.486328125, 0.421875]"
A12_2.jpg,"[0, 0.64599609375, 0.42236328125, 0.7080078125, 0.8447265625]"
A12_3.jpg,"[0, 0.46533203125, 0.5947265625, 0.5205078125, 0.466796875]"
A12_4.jpg,"[0, 0.458984375, 0.6240234375, 0.533203125, 0.46875]"
A12_5.jpg,"[0, 0.45068359375, 0.587890625, 0.4716796875, 0.40234375]"
A12_6.jpg,"[0, 0.515625, 0.35546875, 0.568359375, 0.541015625]"
A12_7.jpg,"[0, 0.4111328125, 0.548828125, 0.576171875, 0.546875]"
A12_8.jpg,"[0, 0.47216796875, 0.5966796875, 0.5380859375, 0.490234375]"
A12_9.jpg,"[0, 0.41552734375, 0.55517578125, 0.5654296875, 0.5302734375]"
A12_10.jpg,"[0, 0.4375, 0.77685546875, 0.513671875, 0.4462890625]"
A12_11.jpg,"[0, 0.76123046875, 0.56982421875, 0.4775390625, 0.4970703125]"
A12_12.jpg,"[0, 0.41259765625, 0.55078125, 0.5732421875, 0.541015625]"
A12_13.jpg,"[0, 0.52587890625, 0.59716796875, 0.5400390625, 0.4931640625]"
A12_14.jpg,"[0, 0.5537109375, 0.58447265625, 0.451171875, 0.3798828125]"
A12_15.jpg,"[0, 0.4921875, 0.6083984375, 0.595703125, 0.568359375]"
A12_16.jpg,"[0, 0.4306640625, 0.60009765625, 0.46875, 0.3935546875]"
A12_17.jpg,"[0, 0.44091796875, 0.57763671875, 0.4619140625, 0.3876953125]"
A12_18.jpg,"[0, 0.37939453125, 0.4638671875, 0.7587890625, 0.818359375]"
A12_19.jpg,"[0, 0.55322265625, 0.5849609375, 0.4501953125, 0.376953125]"
A12_20.jpg,"[0, 0.48486328125, 0.59912109375, 0.5634765625, 0.5263671875]"
A12_21.jpg,"[0, 0.51611328125, 0.59912109375, 0.5615234375, 0.5224609375]"
A12_22.jpg,"[0, 0.5390625, 0.59228515625, 0.50390625, 0.4443359375]"
A12_23.jpg,"[0, 0.53466796875, 0.59423828125, 0.5185546875, 0.4638671875]"
A12_24.jpg,"[0, 0.4580078125, 0.54931640625, 0.490234375, 0.4111328125]"
A14_0.jpg,"[0, 0.447265625, 0.583984375, 0.7578125, 0.83203125]"
A14_1.jpg,"[0, 0.4990234375, 0.58349609375, 0.587890625, 0.7607421875]"
A14_2.jpg,"[0, 0.50439453125, 0.58349609375, 0.7314453125, 0.8330078125]"
A14_3.jpg,"[0, 0.48388671875, 0.59765625, 0.5615234375, 0.720703125]"
A14_4.jpg,"[0, 0.447265625, 0.65380859375, 0.783203125, 0.6923828125]"
A14_5.jpg,"[0, 0.50146484375, 0.59912109375, 0.5556640625, 0.7158203125]"
A14_6.jpg,"[0, 0.50634765625, 0.5986328125, 0.5888671875, 0.73828125]"
A14_7.jpg,"[0, 0.50830078125, 0.59814453125, 0.5146484375, 0.6865234375]"
A14_8.jpg,"[0, 0.3505859375, 0.708984375, 0.6640625, 0.58203125]"
A14_9.jpg,"[0, 0.5498046875, 0.58544921875, 0.75, 0.8291015625]"
A14_10.jpg,"[0, 0.68798828125, 0.4189453125, 0.6240234375, 0.822265625]"
A14_11.jpg,"[0, 0.423828125, 0.64111328125, 0.84765625, 0.7177734375]"
A14_12.jpg,"[0, 0.4501953125, 0.5830078125, 0.720703125, 0.833984375]"
A14_13.jpg,"[0, 0.53515625, 0.6318359375, 0.533203125, 0.720703125]"
A14_14.jpg,"[0, 0.53662109375, 0.591796875, 0.6865234375, 0.798828125]"
A14_15.jpg,"[0, 0.4423828125, 0.37158203125, 0.853515625, 0.7431640625]"
A14_16.jpg,"[0, 0.4375, 0.49169921875, 0.875, 0.9833984375]"
A14_17.jpg,"[0, 0.50634765625, 0.59912109375, 0.5009765625, 0.6767578125]"
A14_18.jpg,"[0, 0.44091796875, 0.6591796875, 0.8818359375, 0.681640625]"
A14_19.jpg,"[0, 0.5234375, 0.595703125, 0.68359375, 0.796875]"
A14_20.jpg,"[0, 0.52978515625, 0.494140625, 0.9404296875, 0.98828125]"
A14_21.jpg,"[0, 0.49267578125, 0.59912109375, 0.5009765625, 0.6767578125]"
A14_22.jpg,"[0, 0.44482421875, 0.4912109375, 0.7099609375, 0.859375]"
A14_23.jpg,"[0, 0.494140625, 0.6025390625, 0.51953125, 0.701171875]"
A14_24.jpg,"[0, 0.486328125, 0.59765625, 0.544921875, 0.708984375]"
A2_0.jpg,"[0, 0.287109375, 0.693359375, 0.544921875, 0.546875]"
A2_1.jpg,"[0, 0.56982421875, 0.50927734375, 0.5478515625, 0.5498046875]"
A2_2.jpg,"[0, 0.43896484375, 0.544921875, 0.5009765625, 0.501953125]"
A2_3.jpg,"[0, 0.44873046875, 0.51416015625, 0.4755859375, 0.4775390625]"
A2_4.jpg,"[0, 0.50732421875, 0.7646484375, 0.5048828125, 0.470703125]"
A2_5.jpg,"[0, 0.57470703125, 0.490234375, 0.5068359375, 0.5078125]"
A2_6.jpg,"[0, 0.423828125, 0.49560546875, 0.4921875, 0.4931640625]"
A2_7.jpg,"[0, 0.56005859375, 0.544921875, 0.5029296875, 0.50390625]"
A2_8.jpg,"[0, 0.4267578125, 0.52001953125, 0.38671875, 0.3896484375]"
A2_9.jpg,"[0, 0.43115234375, 0.5322265625, 0.4462890625, 0.44921875]"
A2_10.jpg,"[0, 0.4794921875, 0.44921875, 0.552734375, 0.5546875]"
A2_11.jpg,"[0, 0.42431640625, 0.50537109375, 0.4560546875, 0.4580078125]"
A2_12.jpg,"[0, 0.47021484375, 0.73681640625, 0.5517578125, 0.5263671875]"
A2_13.jpg,"[0, 0.4267578125, 0.52001953125, 0.38671875, 0.3896484375]"
A2_14.jpg,"[0, 0.55908203125, 0.5458984375, 0.5048828125, 0.505859375]"
A2_15.jpg,"[0, 0.63427734375, 0.45751953125, 0.5576171875, 0.5595703125]"
A2_16.jpg,"[0, 0.5751953125, 0.50439453125, 0.458984375, 0.4599609375]"
A2_17.jpg,"[0, 0.4267578125, 0.52001953125, 0.38671875, 0.3896484375]"
A2_18.jpg,"[0, 0.42578125, 0.48193359375, 0.52734375, 0.5283203125]"
A2_19.jpg,"[0, 0.4716796875, 0.48193359375, 0.486328125, 0.4873046875]"
A2_20.jpg,"[0, 0.5673828125, 0.5322265625, 0.44921875, 0.451171875]"
A2_21.jpg,"[0, 0.5869140625, 0.373046875, 0.5390625, 0.5390625]"
A2_22.jpg,"[0, 0.5703125, 0.4794921875, 0.54296875, 0.54296875]"
A2_23.jpg,"[0, 0.55517578125, 0.52490234375, 0.4345703125, 0.4365234375]"
A2_24.jpg,"[0, 0.44287109375, 0.5498046875, 0.5185546875, 0.51953125]"
A3_0.jpg,"[0, 0.443359375, 0.5146484375, 0.6171875, 0.6640625]"
A3_1.jpg,"[0, 0.55322265625, 0.57958984375, 0.8935546875, 0.8408203125]"
A3_2.jpg,"[0, 0.5498046875, 0.5283203125, 0.4921875, 0.556640625]"
A3_3.jpg,"[0, 0.53564453125, 0.544921875, 0.6630859375, 0.69921875]"
A3_4.jpg,"[0, 0.552734375, 0.52197265625, 0.55859375, 0.6142578125]"
A3_5.jpg,"[0, 0.5498046875, 0.5283203125, 0.4921875, 0.556640625]"
A3_6.jpg,"[0, 0.57275390625, 0.4873046875, 0.7119140625, 0.74609375]"
A3_7.jpg,"[0, 0.25439453125, 0.310546875, 0.5087890625, 0.62109375]"
A3_8.jpg,"[0, 0.44482421875, 0.51806640625, 0.5888671875, 0.6396484375]"
A3_9.jpg,"[0, 0.35302734375, 0.6953125, 0.7060546875, 0.609375]"
A3_10.jpg,"[0, 0.5498046875, 0.5283203125, 0.4921875, 0.556640625]"
A3_11.jpg,"[0, 0.55126953125, 0.52587890625, 0.5166015625, 0.5791015625]"
A3_12.jpg,"[0, 0.462890625, 0.47119140625, 0.76171875, 0.8017578125]"
A3_13.jpg,"[0, 0.60205078125, 0.58203125, 0.7958984375, 0.8359375]"
A3_14.jpg,"[0, 0.5498046875, 0.5283203125, 0.4921875, 0.556640625]"
A3_15.jpg,"[0, 0.31640625, 0.580078125, 0.6328125, 0.8203125]"
A3_16.jpg,"[0, 0.44384765625, 0.5146484375, 0.6181640625, 0.6640625]"
A3_17.jpg,"[0, 0.4443359375, 0.517578125, 0.59375, 0.64453125]"
